Fruit_ID,Fruit_Type,Size_cm,Weight_g,Color_Intensity,Ripeness_Level,Firmness,Sweetness,Defect_Count,Bruise_Score,Spot_Score,Defect_Score,Size_to_Weight_Ratio,Grade
FR01040,Watermelon,24.83,4332.17,0.77,0.04,0.1,0.11,2,0.72,0.49,0.41,0.57,Reject
FR01041,Strawberry,3.26,18.22,0.36,0.5,0.98,0.95,3,0.22,0.1,0.24,17.91,Local
FR01042,Mango,11.86,259.64,0.6,0.86,0.75,0.54,2,0.17,0.84,0.32,4.57,Local
FR01043,Orange,6.31,140.19,0.36,0.46,0.16,0.97,0,0.24,0.21,0.11,4.5,Local
FR01044,Strawberry,3.87,21.05,0.72,0.52,0.12,0.39,3,0.5,0.09,0.32,18.37,Local
FR01045,Watermelon,26.71,5287.19,0.32,0.49,0.09,0.76,4,0.6,0.77,0.53,0.51,Local
FR01046,Pomegranate,10.76,289.91,0.74,0.39,0.73,0.11,2,0.19,0.03,0.16,3.71,Reject
FR01047,Banana,17.17,103.52,0.77,0.11,0.24,0.85,1,0.11,0.62,0.21,16.58,Reject
FR01048,Peach,7.21,88.75,0.64,0.13,0.07,0.17,2,0.45,0.42,0.32,8.12,Reject
FR01049,Banana,17.6,116.29,0.42,0.18,0.42,0.07,3,0.06,0.43,0.25,15.14,Reject
FR01050,Banana,15.05,103.29,0.37,0.79,0.71,0.1,1,0.54,0.8,0.37,14.57,Local
FR01051,Apple,8.78,165.54,0.52,0.28,0.3,0.56,1,0.68,0.05,0.26,5.3,Reject
FR01052,Mango,11.13,261.49,0.63,0.95,0.48,0.29,0,0.95,0.74,0.43,4.26,Local
FR01053,Pomegranate,9.1,332.2,0.75,0.81,0.19,0.96,0,0.14,0.71,0.18,2.74,Export
FR01054,Pear,9.13,140.63,0.3,0.68,0.43,0.85,0,0.43,0.89,0.31,6.49,Local
FR01055,Strawberry,4.18,21.11,0.8,0.72,0.36,0.8,2,0.26,0.58,0.29,19.82,Local
FR01056,Peach,6.51,113.68,0.8,0.05,0.43,0.81,0,0.22,0.16,0.1,5.72,Reject
FR01057,Orange,7.86,147.36,0.61,0.57,0.47,0.89,3,0.52,0.05,0.32,5.33,Local
FR01058,Pomegranate,10.7,265.47,0.54,0.94,0.09,0.87,2,0.14,0.44,0.23,4.03,Local
FR01059,Grapes,1.8,5.67,0.89,0.04,0.09,0.93,1,0.02,0.72,0.2,31.72,Reject
FR01060,Pear,10.0,184.55,0.85,0.29,0.26,0.93,1,0.16,0.04,0.11,5.42,Reject
FR01061,Apple,8.65,159.1,0.99,0.05,0.12,0.3,3,0.34,0.25,0.3,5.44,Reject
FR01062,Apple,8.22,187.96,0.56,0.57,0.25,0.22,2,0.01,0.77,0.26,4.38,Local
FR01063,Pomegranate,9.68,272.89,0.93,0.12,0.02,0.64,3,0.86,0.23,0.45,3.55,Reject
FR01064,Watermelon,29.06,3226.36,0.36,0.48,0.35,0.12,3,0.58,0.38,0.4,0.9,Local
FR01065,Banana,22.43,89.29,0.59,0.72,0.21,0.21,0,0.03,0.75,0.16,25.12,Local
FR01066,Grapes,1.85,4.97,0.63,0.16,0.89,0.77,1,0.23,0.43,0.2,37.22,Reject
FR01067,Apple,7.86,184.15,0.61,0.76,0.86,0.65,2,0.66,0.77,0.45,4.27,Local
FR01068,Peach,6.11,145.48,0.74,0.06,0.3,0.65,2,0.03,0.27,0.16,4.2,Reject
FR01069,Apple,7.44,167.08,0.42,0.15,0.48,0.95,1,0.38,0.96,0.35,4.46,Reject
FR01070,Orange,7.44,152.09,0.91,0.28,0.96,0.67,2,0.1,0.09,0.15,4.89,Reject
FR01071,Strawberry,3.27,18.47,0.69,0.8,0.52,0.43,2,0.39,0.75,0.37,17.7,Local
FR01072,Apple,8.28,182.65,0.93,0.85,0.85,0.28,1,0.97,0.07,0.36,4.53,Local
FR01073,Orange,6.96,130.45,0.3,0.22,0.83,0.34,0,0.46,0.85,0.31,5.34,Reject
FR01074,Pomegranate,9.66,278.63,0.74,0.1,0.94,0.28,0,0.61,0.14,0.21,3.47,Reject
FR01075,Pomegranate,9.9,241.96,0.59,0.85,0.31,0.03,1,0.41,0.59,0.29,4.09,Local
FR01076,Pear,7.08,165.61,0.65,0.65,0.04,0.26,2,0.32,0.33,0.26,4.27,Local
FR01077,Apple,7.26,158.11,0.82,0.16,0.1,0.84,2,0.61,0.6,0.4,4.59,Reject
FR01078,Peach,6.47,155.56,0.46,0.56,0.57,0.73,1,0.62,0.05,0.25,4.16,Local
FR01079,Apple,7.72,163.61,0.44,0.87,0.53,0.62,1,0.62,0.88,0.41,4.72,Local
FR01080,Peach,7.13,144.09,0.79,0.07,0.3,0.9,1,0.03,0.71,0.2,4.95,Reject
FR01081,Mango,10.97,269.15,0.66,0.08,0.25,0.26,0,0.7,0.35,0.28,4.08,Reject
FR01082,Pear,8.14,217.78,0.46,0.27,0.71,0.58,0,0.68,0.47,0.3,3.74,Reject
FR01083,Mango,10.69,200.82,0.64,0.65,0.34,0.03,0,0.07,0.63,0.15,5.32,Local
FR01084,Apple,8.18,139.57,0.62,0.18,0.6,0.89,2,0.19,0.62,0.28,5.86,Reject
FR01085,Pear,9.72,239.66,0.78,0.82,0.71,0.45,0,0.52,0.64,0.28,4.06,Local
FR01086,Mango,9.96,262.46,0.3,0.75,0.43,0.18,3,0.36,0.15,0.29,3.8,Local
FR01087,Banana,14.21,128.17,0.71,0.56,0.19,0.24,1,0.58,0.79,0.38,11.09,Local
FR01088,Apple,7.15,145.0,0.72,0.12,0.86,0.85,1,0.76,0.46,0.37,4.93,Reject
FR01089,Mango,9.55,277.46,0.82,0.99,0.09,0.11,2,0.55,0.8,0.42,3.44,Local
FR01090,Banana,20.18,120.42,0.92,0.49,0.83,0.93,0,0.46,0.93,0.32,16.75,Local
FR01091,Banana,16.13,148.61,0.61,0.45,0.84,0.37,4,0.26,0.1,0.3,10.86,Local
FR01092,Pomegranate,8.19,189.19,0.54,1.0,0.57,0.25,3,0.62,0.36,0.41,4.33,Local
FR01093,Apple,8.44,133.49,0.37,0.86,0.63,0.33,3,0.83,0.53,0.5,6.32,Local
FR01094,Banana,20.14,113.14,0.54,0.46,0.36,0.41,0,0.26,0.13,0.11,17.8,Local
FR01095,Pomegranate,9.65,338.86,0.35,0.42,0.84,0.55,2,0.79,0.26,0.39,2.85,Local
FR01096,Mango,9.4,228.78,0.86,0.1,0.26,0.59,0,0.42,0.05,0.14,4.11,Reject
FR01097,Orange,7.43,184.59,0.86,0.93,0.56,0.45,2,0.11,0.68,0.27,4.03,Local
FR01098,Apple,7.37,145.73,0.59,0.84,0.0,0.45,0,0.91,0.5,0.37,5.06,Local
FR01099,Pear,9.52,164.41,0.48,0.31,0.94,0.29,3,0.68,0.03,0.36,5.79,Reject
FR01100,Peach,7.13,107.42,0.38,0.75,0.95,0.38,3,0.84,0.3,0.46,6.64,Local
FR01101,Peach,8.86,111.7,0.9,0.76,0.71,0.47,3,0.65,0.41,0.43,7.93,Local
FR01102,Mango,10.58,248.78,0.91,0.23,0.42,0.6,0,0.12,0.34,0.11,4.25,Reject
FR01103,Watermelon,30.74,4006.37,0.49,0.61,0.18,0.13,0,0.54,0.02,0.17,0.77,Local
FR01104,Watermelon,30.95,5567.88,0.74,0.26,0.49,0.76,0,0.63,0.29,0.25,0.56,Reject
FR01105,Mango,11.55,213.08,0.48,0.79,0.79,0.68,1,0.26,0.08,0.14,5.42,Local
FR01106,Banana,19.23,106.98,0.46,0.15,0.61,0.3,2,0.63,0.01,0.29,17.98,Reject
FR01107,Apple,9.22,136.69,0.31,0.67,0.53,0.46,2,0.57,0.35,0.34,6.74,Local
FR01108,Peach,6.9,128.34,0.7,0.33,0.85,0.95,2,0.02,0.39,0.18,5.38,Reject
FR01109,Peach,6.17,155.57,0.4,0.04,0.31,0.02,3,0.88,0.91,0.6,3.97,Reject
FR01110,Banana,19.16,141.76,0.31,0.12,0.86,0.81,3,0.53,0.13,0.34,13.51,Reject
FR01111,Peach,5.5,162.35,0.37,0.65,0.44,0.51,3,0.58,0.7,0.47,3.39,Local
FR01112,Pear,11.71,167.81,0.52,0.24,0.0,0.62,1,0.15,0.26,0.15,6.98,Reject
FR01113,Apple,9.82,153.68,0.77,0.63,0.73,0.68,0,0.8,0.5,0.34,6.39,Local
FR01114,Strawberry,2.92,19.08,0.44,0.41,0.88,0.46,1,0.53,0.43,0.3,15.32,Local
FR01115,Peach,7.88,122.4,0.92,0.69,0.48,0.19,0,0.09,0.48,0.12,6.44,Local
FR01116,Mango,10.21,272.26,0.5,0.49,0.45,0.91,2,0.7,0.76,0.46,3.75,Local
FR01117,Pear,9.0,195.78,0.53,0.31,0.81,0.74,3,0.49,0.02,0.3,4.6,Reject
FR01118,Peach,7.2,150.07,0.45,0.15,0.88,0.56,0,0.33,0.33,0.17,4.8,Reject
FR01119,Pear,8.53,186.26,0.48,0.34,0.97,0.45,2,0.92,0.34,0.44,4.58,Reject
FR01120,Pomegranate,8.0,334.11,0.35,0.63,0.35,0.5,2,0.82,0.09,0.37,2.39,Local
FR01121,Strawberry,3.23,23.39,0.51,0.74,0.59,0.82,1,0.04,0.01,0.06,13.83,Local
FR01122,Grapes,1.94,5.15,0.9,0.16,0.82,0.01,1,0.7,0.72,0.4,37.74,Reject
FR01123,Mango,10.35,211.9,0.78,0.66,0.53,0.87,1,0.17,0.88,0.28,4.88,Local
FR01124,Mango,8.7,210.43,0.91,0.18,0.46,0.05,1,0.02,0.31,0.12,4.13,Reject
FR01125,Apple,7.69,165.09,0.37,0.22,0.57,0.62,2,0.22,0.65,0.3,4.66,Reject
FR01126,Pear,10.09,167.96,0.62,0.53,0.36,0.33,2,0.05,1.0,0.31,6.01,Local
FR01127,Banana,16.09,94.03,0.46,0.29,0.19,0.68,0,0.64,0.16,0.22,17.12,Reject
FR01128,Mango,11.63,301.87,0.8,0.66,0.07,0.09,3,0.76,0.28,0.43,3.85,Local
FR01129,Pear,10.37,199.17,0.98,0.96,0.61,0.56,0,0.18,0.82,0.22,5.21,Export
FR01130,Pear,9.69,225.84,0.87,0.15,0.38,0.86,1,0.21,0.0,0.11,4.29,Reject
FR01131,Orange,7.8,164.54,0.32,0.57,0.88,0.49,2,0.13,0.59,0.26,4.74,Local
FR01132,Orange,7.21,119.35,0.52,0.92,0.22,0.08,3,0.56,0.48,0.41,6.04,Local
FR01133,Grapes,1.84,4.99,0.32,0.18,0.31,0.04,0,0.49,0.72,0.29,36.77,Reject
FR01134,Pomegranate,9.07,360.9,0.33,0.37,0.97,0.62,1,0.01,0.53,0.16,2.51,Reject
FR01135,Grapes,2.02,5.88,0.36,0.12,0.56,0.07,2,0.37,0.52,0.31,34.32,Reject
FR01136,Peach,6.63,133.45,0.49,0.64,0.35,0.07,1,0.09,0.71,0.22,4.97,Local
FR01137,Banana,15.13,106.64,0.51,0.67,0.86,0.43,0,0.58,0.55,0.28,14.19,Local
FR01138,Peach,7.44,140.16,0.58,0.66,0.74,0.21,1,0.47,0.99,0.39,5.31,Local
FR01139,Watermelon,27.83,5135.94,0.58,0.54,0.57,0.2,1,0.46,0.7,0.33,0.54,Local
FR01140,Peach,6.7,185.11,0.84,0.75,0.89,0.48,2,0.74,0.81,0.48,3.62,Local
FR01141,Apple,7.91,187.91,0.4,0.04,0.09,0.28,1,0.46,0.42,0.27,4.21,Reject
FR01142,Peach,6.66,154.9,0.41,0.96,0.39,0.22,2,0.49,0.96,0.44,4.3,Local
FR01143,Grapes,2.22,5.16,0.74,0.22,0.81,0.51,0,0.63,0.45,0.28,43.11,Reject
FR01144,Mango,7.89,250.68,0.7,0.12,0.39,0.29,0,0.3,0.35,0.16,3.15,Reject
FR01145,Mango,12.62,269.78,0.41,0.94,0.93,0.08,1,0.94,0.94,0.52,4.68,Local
FR01146,Orange,7.9,111.25,0.9,0.83,0.15,0.68,3,0.28,0.38,0.31,7.1,Local
FR01147,Banana,16.44,127.4,0.53,0.76,0.34,0.59,0,0.91,0.37,0.35,12.91,Local
FR01148,Banana,18.89,141.86,0.56,0.1,0.43,0.21,4,0.81,0.56,0.56,13.31,Reject
FR01149,Apple,7.86,169.74,0.59,0.81,0.69,0.58,1,0.91,0.85,0.49,4.63,Local
FR01150,Grapes,2.0,4.26,0.53,0.61,0.2,0.96,2,0.18,0.33,0.22,47.04,Local
FR01151,Orange,5.47,159.7,0.69,0.73,0.01,0.96,0,0.23,0.83,0.24,3.43,Export
FR01152,Watermelon,25.52,4536.37,0.57,0.98,0.98,0.53,0,0.85,0.16,0.29,0.56,Local
FR01153,Banana,14.5,131.34,0.48,0.19,0.9,0.1,0,0.96,0.17,0.32,11.04,Reject
FR01154,Mango,10.65,270.88,0.93,0.5,0.3,0.46,2,0.75,0.45,0.42,3.93,Local
FR01155,Peach,8.57,95.03,0.52,0.75,0.48,0.03,2,0.64,0.26,0.34,9.01,Local
FR01156,Peach,6.41,135.6,0.79,0.43,0.49,0.42,0,0.81,0.48,0.34,4.73,Local
FR01157,Orange,8.81,113.18,0.54,0.05,0.87,0.91,1,0.04,0.01,0.06,7.78,Reject
FR01158,Grapes,2.46,5.1,0.6,0.11,0.6,0.47,0,0.85,0.28,0.31,48.31,Reject
FR01159,Grapes,1.98,4.85,0.47,0.6,0.83,0.55,0,0.28,0.95,0.27,40.75,Local
FR01160,Pomegranate,8.53,324.02,0.83,0.29,0.91,0.16,1,0.06,0.88,0.24,2.63,Reject
FR01161,Strawberry,3.05,21.04,0.82,0.14,0.57,0.02,1,0.68,0.03,0.26,14.5,Reject
FR01162,Banana,17.17,106.28,0.32,0.34,0.29,0.99,2,0.75,0.8,0.49,16.16,Reject
FR01163,Grapes,2.62,5.31,0.34,0.2,0.5,0.34,1,0.63,0.44,0.33,49.31,Reject
FR01164,Mango,11.81,292.67,0.95,0.02,0.85,0.28,2,0.35,0.82,0.37,4.04,Reject
FR01165,Orange,6.22,189.43,0.92,0.15,0.58,0.57,0,0.12,0.28,0.09,3.28,Reject
FR01166,Watermelon,17.47,4423.43,0.65,0.88,0.9,0.75,1,0.77,0.55,0.39,0.4,Local
FR01167,Pomegranate,8.5,304.43,0.65,0.01,0.9,0.25,0,0.05,0.99,0.21,2.79,Reject
FR01168,Pear,9.24,175.5,0.87,0.77,0.37,0.52,2,0.76,0.33,0.39,5.26,Local
FR01169,Apple,7.99,136.53,0.4,0.75,0.45,0.33,0,0.96,0.88,0.46,5.85,Local
FR01170,Watermelon,20.51,5544.88,0.76,0.56,0.68,0.48,0,1.0,0.88,0.47,0.37,Local
FR01171,Pear,9.75,222.78,0.63,0.21,0.11,0.16,0,0.4,0.15,0.15,4.38,Reject
FR01172,Peach,6.34,154.55,0.82,0.88,0.47,0.51,3,0.11,0.24,0.23,4.1,Export
FR01173,Apple,7.73,188.57,0.32,0.48,0.15,0.05,2,0.09,0.13,0.15,4.1,Local
FR01174,Banana,20.21,123.8,0.71,0.17,0.85,0.84,0,0.49,0.29,0.21,16.32,Reject
FR01175,Mango,10.55,286.03,0.69,0.43,0.94,0.63,0,0.79,0.52,0.34,3.69,Local
FR01176,Apple,8.62,143.57,0.89,0.19,0.14,0.94,0,0.05,0.93,0.2,6.0,Reject
FR01177,Strawberry,2.94,19.13,0.77,0.38,0.67,0.6,0,0.17,0.4,0.13,15.38,Reject
FR01178,Pear,10.64,210.96,0.92,0.5,0.64,0.18,1,0.59,0.99,0.42,5.04,Local
FR01179,Banana,15.6,98.98,0.92,0.36,0.76,0.48,2,0.09,0.4,0.21,15.76,Reject
FR01180,Strawberry,4.04,16.59,0.59,0.66,0.7,0.66,0,0.88,0.59,0.38,24.32,Local
FR01181,Peach,7.43,127.06,0.4,0.94,0.22,0.37,0,0.5,0.96,0.34,5.85,Local
FR01182,Strawberry,4.18,17.69,0.74,0.35,0.29,0.55,3,0.39,0.6,0.39,23.63,Reject
FR01183,Pomegranate,10.23,287.76,0.91,0.36,0.17,0.16,0,0.01,0.39,0.08,3.56,Reject
FR01184,Pomegranate,9.27,197.25,0.35,0.74,0.92,0.78,1,0.11,0.53,0.19,4.7,Local
FR01185,Orange,5.52,145.04,0.69,0.53,0.52,0.91,3,0.83,0.54,0.51,3.8,Local
FR01186,Watermelon,25.74,4156.1,0.38,0.43,0.98,0.31,2,0.7,0.11,0.33,0.62,Local
FR01187,Watermelon,21.73,5421.1,0.32,0.81,0.45,0.79,0,0.02,0.4,0.09,0.4,Local
FR01188,Banana,19.22,117.52,0.78,0.89,0.55,0.09,2,0.97,0.53,0.5,16.35,Local
FR01189,Peach,7.66,115.34,0.78,0.59,0.79,0.25,1,0.35,0.78,0.31,6.64,Local
FR01190,Grapes,1.91,6.24,0.72,0.19,0.8,0.46,0,0.61,0.01,0.18,30.7,Reject
FR01191,Pomegranate,9.07,285.31,0.9,0.47,0.23,0.39,4,0.72,0.81,0.58,3.18,Reject
FR01192,Banana,22.98,94.81,0.36,0.5,0.29,0.62,2,0.96,0.27,0.44,24.24,Local
FR01193,Grapes,2.19,6.25,0.37,0.43,0.1,0.56,3,0.89,0.72,0.56,35.07,Reject
FR01194,Watermelon,24.03,5644.72,0.91,0.26,0.81,0.09,0,0.6,0.77,0.33,0.43,Reject
FR01195,Orange,6.62,134.55,0.65,0.47,0.79,0.13,2,0.14,0.86,0.31,4.92,Local
FR01196,Strawberry,3.66,22.4,0.49,0.45,0.08,0.05,1,0.85,0.95,0.49,16.35,Local
FR01197,Pomegranate,10.21,345.92,0.82,0.21,0.26,0.95,0,0.82,0.9,0.43,2.95,Reject
FR01198,Banana,17.85,141.49,0.93,0.9,0.45,0.65,2,0.64,0.63,0.42,12.62,Local
FR01199,Apple,7.67,181.65,0.78,0.89,0.54,0.86,3,0.99,0.73,0.59,4.22,Reject
FR01200,Grapes,2.05,5.33,0.85,0.76,0.52,0.54,3,0.53,0.7,0.45,38.43,Local
FR01201,Strawberry,3.68,15.19,0.5,0.4,0.98,0.19,2,0.21,0.52,0.27,24.22,Local
FR01202,Pomegranate,7.79,284.31,0.5,0.37,0.76,0.63,0,0.25,0.77,0.23,2.74,Reject
FR01203,Watermelon,19.94,5623.41,0.9,0.72,0.11,0.51,1,0.41,0.45,0.26,0.35,Local
FR01204,Peach,7.73,146.87,0.73,0.61,0.29,0.41,3,0.42,0.82,0.44,5.26,Local
FR01205,Grapes,1.73,6.04,0.46,0.6,0.35,0.37,1,0.83,0.74,0.45,28.68,Local
FR01206,Watermelon,31.11,5110.31,0.67,0.12,0.32,0.65,3,0.89,0.49,0.51,0.61,Reject
FR01207,Pomegranate,9.55,288.47,0.78,0.62,0.79,0.62,0,0.38,0.51,0.22,3.31,Local
FR01208,Grapes,2.13,4.91,0.45,0.9,0.36,0.15,2,0.95,0.64,0.51,43.32,Local
FR01209,Strawberry,3.49,22.72,0.76,0.09,0.49,0.82,2,0.93,0.33,0.45,15.34,Reject
FR01210,Pomegranate,11.53,221.2,0.33,0.34,0.53,0.64,2,0.41,0.56,0.33,5.21,Reject
FR01211,Pear,8.89,148.13,0.51,0.51,0.27,0.54,2,0.87,0.9,0.54,6.0,Local
FR01212,Banana,21.44,109.42,0.77,0.69,0.32,0.75,1,0.11,0.31,0.15,19.59,Export
FR01213,Strawberry,2.89,21.91,0.4,0.09,0.78,0.15,3,0.51,0.69,0.44,13.21,Reject
FR01214,Grapes,2.42,5.5,0.46,0.87,0.87,0.92,1,0.71,0.04,0.27,43.99,Local
FR01215,Peach,7.17,148.59,0.92,0.04,0.04,0.27,1,0.35,0.13,0.18,4.83,Reject
FR01216,Watermelon,29.24,4344.35,0.77,0.86,0.61,0.26,0,0.02,0.89,0.18,0.67,Local
FR01217,Apple,7.89,149.14,0.65,0.03,0.63,0.81,0,0.06,0.9,0.2,5.29,Reject
FR01218,Watermelon,21.5,4753.72,0.45,0.15,0.74,0.33,1,0.89,0.57,0.43,0.45,Reject
FR01219,Grapes,2.27,5.42,0.54,0.8,0.69,0.83,0,0.52,0.6,0.27,41.77,Local
FR01220,Watermelon,26.93,5109.86,0.7,0.86,0.88,0.33,1,0.15,0.41,0.18,0.53,Local
FR01221,Banana,19.13,105.59,0.41,0.98,0.08,0.55,1,0.9,0.6,0.44,18.12,Local
FR01222,Pomegranate,8.67,288.06,0.64,0.12,0.39,0.23,1,0.94,0.88,0.51,3.01,Reject
FR01223,Apple,8.27,167.68,0.59,0.53,0.78,0.73,3,0.33,0.15,0.28,4.93,Local
FR01224,Mango,10.82,235.85,0.63,0.08,0.85,0.17,2,0.59,0.5,0.38,4.59,Reject
FR01225,Grapes,2.76,5.68,0.37,0.16,0.26,0.9,0,0.33,0.88,0.27,48.55,Reject
FR01226,Orange,7.87,144.75,0.37,0.17,0.59,0.37,0,0.73,0.07,0.23,5.44,Reject
FR01227,Mango,10.4,245.09,0.97,0.06,0.18,0.47,3,0.95,0.2,0.47,4.25,Reject
FR01228,Watermelon,25.88,3589.67,0.99,0.89,0.85,0.02,2,0.03,0.51,0.21,0.72,Local
FR01229,Grapes,1.62,4.52,0.6,0.13,0.73,0.98,2,0.47,0.62,0.36,35.9,Reject
FR01230,Pear,9.22,173.54,0.85,0.63,0.22,0.81,2,0.8,0.71,0.48,5.32,Local
FR01231,Orange,8.83,116.65,0.76,0.63,0.62,0.45,2,0.69,0.18,0.34,7.57,Local
FR01232,Apple,7.28,196.48,0.38,0.2,0.51,0.92,3,0.18,0.6,0.32,3.7,Reject
FR01233,Peach,7.11,158.58,0.51,1.0,0.26,0.93,3,0.39,0.34,0.34,4.48,Local
FR01234,Pear,11.22,161.27,0.52,0.35,0.89,0.53,0,0.47,0.32,0.2,6.95,Reject
FR01235,Mango,10.87,239.78,0.72,0.91,0.15,0.23,0,0.74,0.06,0.24,4.53,Local
FR01236,Pomegranate,6.89,266.96,0.71,0.95,0.47,0.49,1,0.46,0.12,0.21,2.58,Local
FR01237,Banana,19.9,129.73,0.95,0.95,0.58,0.32,3,0.31,0.8,0.4,15.34,Local
FR01238,Peach,7.52,132.11,0.85,0.75,0.82,0.45,2,0.42,0.46,0.32,5.69,Local
FR01239,Pear,8.29,214.27,0.9,0.25,0.15,0.91,6,0.97,0.75,0.74,3.87,Reject
FR01240,Pomegranate,8.46,292.35,0.92,0.12,0.61,0.28,2,0.05,0.82,0.28,2.89,Reject
FR01241,Pomegranate,9.18,341.39,0.86,0.57,0.01,0.84,4,0.33,0.79,0.46,2.69,Local
FR01242,Grapes,2.23,4.03,0.53,0.36,0.82,0.94,2,0.2,0.98,0.36,55.43,Reject
FR01243,Pear,7.72,195.63,0.45,0.83,0.23,0.81,0,0.4,0.26,0.17,3.94,Local
FR01244,Apple,7.94,149.08,0.7,0.74,0.72,0.53,0,0.59,0.07,0.19,5.32,Export
FR01245,Watermelon,28.05,5140.59,0.78,0.28,0.6,0.56,2,0.19,0.52,0.26,0.55,Reject
FR01246,Orange,7.55,167.55,0.57,0.02,0.05,0.82,1,0.43,0.96,0.37,4.5,Reject
FR01247,Orange,7.16,185.29,0.89,0.24,0.18,0.04,1,0.83,0.2,0.34,3.87,Reject
FR01248,Mango,9.96,274.63,0.97,0.57,0.27,0.74,3,0.64,0.54,0.45,3.63,Local
FR01249,Mango,12.89,198.35,0.7,0.08,0.89,0.53,0,0.68,0.41,0.29,6.5,Reject
FR01250,Orange,7.19,175.7,0.62,0.66,0.48,0.4,1,0.94,0.62,0.46,4.09,Local
FR01251,Apple,9.11,155.88,0.89,0.67,0.91,0.77,1,0.41,0.44,0.26,5.84,Local
FR01252,Banana,16.41,137.21,0.32,0.17,0.05,0.27,2,1.0,0.99,0.6,11.96,Reject
FR01253,Strawberry,4.0,16.51,0.39,0.6,0.01,0.9,2,0.38,0.78,0.37,24.22,Local
FR01254,Watermelon,21.39,5168.94,0.89,0.61,0.95,0.69,2,0.18,0.77,0.31,0.41,Local
FR01255,Banana,19.36,114.62,0.81,0.48,0.72,0.61,2,0.81,0.37,0.42,16.89,Local
FR01256,Grapes,2.16,4.47,0.59,0.95,0.78,0.52,2,0.51,0.77,0.41,48.42,Local
FR01257,Strawberry,2.61,18.73,0.92,0.11,0.92,0.21,1,0.34,0.52,0.26,13.95,Reject
FR01258,Strawberry,3.53,19.17,0.55,0.41,0.98,0.62,1,0.25,0.86,0.3,18.39,Local
FR01259,Pear,7.75,130.98,0.74,0.88,0.1,0.72,0,0.82,0.78,0.4,5.92,Local
FR01260,Apple,7.51,181.54,0.74,0.39,0.16,0.01,1,0.56,0.67,0.35,4.13,Reject
FR01261,Apple,9.21,188.51,0.43,0.42,0.19,0.37,0,0.62,0.24,0.24,4.88,Local
FR01262,Strawberry,3.16,16.54,0.5,0.67,0.82,0.83,0,0.46,0.57,0.25,19.09,Local
FR01263,Pear,9.54,197.15,0.94,0.67,0.36,0.63,2,0.21,0.89,0.34,4.84,Local
FR01264,Watermelon,26.2,3489.45,0.43,0.02,0.59,0.62,1,0.34,0.62,0.28,0.75,Reject
FR01265,Strawberry,3.14,19.91,0.42,0.46,0.86,0.23,1,0.13,0.83,0.25,15.75,Local
FR01266,Peach,7.41,156.11,0.64,0.33,0.68,0.63,0,0.34,0.53,0.21,4.75,Reject
FR01267,Mango,11.19,262.4,0.36,0.63,0.07,0.79,3,0.91,0.84,0.59,4.26,Reject
FR01268,Mango,11.11,275.71,0.93,0.56,0.45,0.4,2,0.57,0.58,0.39,4.03,Local
FR01269,Banana,18.68,121.18,0.37,0.65,0.07,0.18,0,0.05,0.85,0.18,15.41,Local
FR01270,Grapes,1.94,5.06,0.73,0.65,0.48,0.08,2,0.76,0.47,0.42,38.25,Local
FR01271,Mango,11.64,260.03,0.54,0.25,0.22,0.51,2,0.77,0.67,0.46,4.48,Reject
FR01272,Pomegranate,9.41,336.39,0.86,0.25,0.0,0.68,0,0.76,0.06,0.24,2.8,Reject
FR01273,Banana,18.57,108.32,0.71,0.37,0.81,0.16,2,0.62,0.44,0.37,17.15,Reject
FR01274,Mango,12.17,198.77,0.57,0.24,0.97,0.42,1,0.03,0.14,0.09,6.12,Reject
FR01275,Grapes,1.74,5.25,0.99,0.68,0.96,0.57,1,0.38,0.23,0.21,33.14,Export
FR01276,Apple,8.5,130.12,0.35,0.6,0.3,0.16,0,0.33,0.54,0.21,6.53,Local
FR01277,Apple,7.63,145.45,0.7,0.22,0.83,0.27,0,0.02,0.54,0.11,5.25,Reject
FR01278,Watermelon,23.54,5707.7,0.99,0.88,0.68,0.61,3,0.09,0.8,0.34,0.41,Local
FR01279,Strawberry,3.8,19.94,0.78,0.46,0.8,0.73,0,0.42,0.48,0.22,19.04,Local
FR01280,Peach,6.54,111.66,0.82,0.13,0.85,0.64,3,0.88,0.94,0.6,5.86,Reject
FR01281,Apple,9.36,174.21,0.32,0.21,0.98,0.71,2,0.96,0.33,0.46,5.37,Reject
FR01282,Pear,8.24,199.43,0.31,0.54,0.15,0.58,2,0.74,0.46,0.41,4.13,Local
FR01283,Mango,10.91,239.23,0.33,0.34,0.77,0.84,1,0.23,0.77,0.27,4.56,Reject
FR01284,Pear,9.47,159.98,0.99,0.85,0.73,0.83,3,0.92,0.66,0.56,5.92,Reject
FR01285,Grapes,1.92,5.09,0.99,0.49,0.29,0.8,3,0.98,0.17,0.48,37.66,Local
FR01286,Apple,7.52,176.06,0.53,0.92,0.39,0.58,1,0.43,0.52,0.28,4.27,Local
FR01287,Peach,8.57,124.16,0.5,0.1,0.18,0.99,1,0.52,0.08,0.22,6.9,Reject
FR01288,Grapes,1.6,3.5,0.4,0.67,0.91,0.04,0,0.35,0.15,0.13,45.74,Local
FR01289,Pomegranate,8.84,252.15,0.53,0.89,0.88,0.2,0,0.85,0.1,0.28,3.5,Local
FR01290,Pomegranate,9.22,285.57,0.56,0.29,0.61,0.81,3,0.3,0.1,0.26,3.23,Reject
